id,texto_usuario,tipo_inmueble,habitaciones,banos,parqueadero,estrato,operacion,ciudad,zona,precio_rango,amoblado,mascotas,balcon,terraza,areas_comunes
3692,"Estoy buscando apto en Belen Medellín, una habitación, tipo mini estudio para arriendo, amoblado, que acepte mascotas, con balcón, terraza amplia, 1 parqueadero, presupuesto menos de 1M",estudio,1,2,1,4,arriendo,Medellín,Belen,menos de 1M,1,1,1,1,"zona BBQ, gimnasio, piscina"
3693,"Busco apto pequeño para una persona de 1 habitación en Cañaveral, Bucaramanga, para arriendo, totalmente amoblado, presupuesto 2M - 3M, estrato 4",apartaestudio,1,2,0,4,arriendo,Bucaramanga,Cañaveral,2M - 3M,1,0,0,0,terraza
3694,"Necesito un apartamento 4 habitaciones estrato 2 en Medellín, para venta por 4M - 5M, totalmente amoblado, sin parqueadero, presupuesto 4M - 5M, estrato 2",apartamento,4,2,0,2,venta,Medellín,Belen,4M - 5M,1,0,0,0,gimnasio
3695,"Quiero venta un apto tradicional, en Cali, idealmente en Ciudad Jardín, de una habitación y un baño, que acepte mascotas, con terraza, 1 parqueadero, presupuesto 4M - 5M",apartamento,1,1,1,3,venta,Cali,Ciudad Jardín,4M - 5M,0,1,0,1,"balcón, gimnasio"
3696,"Busco apto dúplex de tres habitaciones en Cañaveral, Bucaramanga, para venta, totalmente amoblado, con balcón, 1 parqueadero",duplex,3,2,1,2,venta,Bucaramanga,Cañaveral,más de 5M,1,0,1,0,"balcón, gimnasio"
3697,"Quiero venta un loft, en Barranquilla, idealmente en Alto Prado, de 1 habitación y un baño, apto para mascotas, terraza amplia, presupuesto 4M - 5M, estrato 6",loft,1,1,0,6,venta,Barranquilla,Alto Prado,4M - 5M,0,1,0,1,"salón social, balcón, terraza"
3698,"Estoy buscando apto en Laureles Medellín, dos habitaciones, tipo penthouse para arriendo, semi amoblado, no requiere parqueadero, presupuesto 1.5M - 2M, estrato 5",penthouse,2,2,0,5,arriendo,Medellín,Laureles,1.5M - 2M,1,0,0,0,"terraza, coworking, zona BBQ"
3699,"Un apto pequeño para una persona cómodo de una habitación y 1 baño, en Alto Prado, Barranquilla para venta, pet friendly, con balcón, con terraza, sin parqueadero, presupuesto 1.5M - 2M",apartaestudio,1,1,0,6,venta,Barranquilla,Alto Prado,1.5M - 2M,0,1,1,1,"coworking, balcón, piscina"
3700,"Un penthouse cómodo de 4 alcobas y 1 baño, en Envigado, Medellín para venta, amoblado, pet friendly, que tenga balcón, terraza amplia, un parqueadero privado, presupuesto 1.5M - 2M, estrato 3",penthouse,4,1,1,3,venta,Medellín,Envigado,1.5M - 2M,1,1,1,1,"gimnasio, coworking, terraza"
3701,"Estoy buscando apto en Belen Medellín, 4 habitaciones, tipo apto tradicional para venta, semi amoblado, que tenga balcón, con terraza, no necesito parqueadero, estrato 2",apartamento,4,2,0,2,venta,Medellín,Belen,3M - 4M,1,0,1,1,"zona BBQ, balcón"
3702,"Necesito un dúplex 3 alcobas estrato 6 en Bogotá, para venta por menos de 1M, que tenga balcón, con terraza, doble parqueadero, estrato 6",duplex,3,3,2,6,venta,Bogotá,Suba,menos de 1M,0,0,1,1,
3703,"Un apartaestudio cómodo de una alcoba y 1 baño, en Cañaveral, Bucaramanga para venta, semi amoblado, con balcón, no requiere parqueadero, presupuesto 1.5M - 2M, estrato 5",apartaestudio,1,1,0,5,venta,Bucaramanga,Cañaveral,1.5M - 2M,1,0,1,0,
3704,"Necesito un apto dúplex tres habitaciones estrato 3 en Cali, para arriendo por 2M - 3M, semi amoblado, apto para mascotas, que tenga balcón, terraza amplia, un parqueadero privado",duplex,3,3,1,3,arriendo,Cali,Ciudad Jardín,2M - 3M,1,1,1,1,terraza
3705,"Quiero venta un apto dúplex, en Bucaramanga, idealmente en Cañaveral, de 4 alcobas y 1 baño, pet friendly, con balcón, terraza amplia, no necesito parqueadero, estrato 6",duplex,4,1,0,6,venta,Bucaramanga,Cañaveral,3M - 4M,0,1,1,1,"gimnasio, terraza"
3706,"Un apto tipo estudio cómodo de 1 habitación y 2 baños en buen estado, en Cañaveral, Bucaramanga para arriendo, totalmente amoblado, que acepte mascotas, con balcón, con terraza",estudio,1,2,0,2,arriendo,Bucaramanga,Cañaveral,1M - 1.5M,1,1,1,1,piscina
3707,"Un apto tradicional cómodo de 1 habitación y 2 baños en buen estado, en Envigado, Medellín para arriendo, que acepte mascotas, terraza amplia, sin parqueadero, estrato 4",apartamento,1,2,0,4,arriendo,Medellín,Envigado,menos de 1M,0,1,0,1,"gimnasio, piscina, zona BBQ"
3708,"Necesito un apartamento en dos niveles 3 habitaciones estrato 5 en Barranquilla, para venta por menos de 1M, amoblado, apto para mascotas, con balcón",duplex,3,1,1,5,venta,Barranquilla,Alto Prado,menos de 1M,1,1,1,0,"terraza, gimnasio, zona BBQ"
3709,"Necesito un apartamento en dos niveles 4 alcobas estrato 5 en Barranquilla, para venta por más de 5M, apto para mascotas, con balcón, 1 parqueadero, estrato 5",duplex,4,3,1,5,venta,Barranquilla,Centro,más de 5M,0,1,1,0,
3710,"Quiero arriendo un apto dúplex, en Bogotá, idealmente en Suba, de 4 habitaciones y 2 baños, terraza amplia, dos parqueaderos, presupuesto 2M - 3M",duplex,4,2,2,2,arriendo,Bogotá,Suba,2M - 3M,0,0,0,1,coworking
3711,"Necesito un apto para familia 2 alcobas estrato 2 en Bogotá, para arriendo por 3M - 4M, que acepte mascotas, que tenga balcón, un parqueadero privado, presupuesto 3M - 4M",apartamento,2,1,1,2,arriendo,Bogotá,Chapinero,3M - 4M,0,1,1,0,"zona BBQ, piscina, salón social"
3712,"Busco mini estudio de una alcoba en Cabecera, Bucaramanga, para arriendo, pet friendly, no necesito parqueadero",estudio,1,2,0,3,arriendo,Bucaramanga,Cabecera,2M - 3M,0,1,0,0,
3713,"Un apto tradicional cómodo de 4 alcobas y 3 baños en buen estado, en Laureles, Medellín para arriendo, pet friendly, con terraza, sin parqueadero, presupuesto 3M - 4M, estrato 6",apartamento,4,3,0,6,arriendo,Medellín,Laureles,3M - 4M,0,1,0,1,"salón social, terraza"
3714,"Busco ático con terraza de 3 alcobas en Alto Prado, Barranquilla, para venta, con balcón, presupuesto 2M - 3M, estrato 2",penthouse,3,3,2,2,venta,Barranquilla,Alto Prado,2M - 3M,0,0,1,0,
3715,"Un apto pequeño para una persona cómodo de una alcoba y 2 baños en buen estado, en Suba, Bogotá para venta, que tenga balcón, dos parqueaderos, presupuesto 2M - 3M, estrato 4",apartaestudio,1,2,2,4,venta,Bogotá,Suba,2M - 3M,0,0,1,0,gimnasio
3716,"Estoy buscando apto en Villa Santos Barranquilla, una alcoba, tipo apto dúplex para venta, semi amoblado, apto para mascotas, con balcón, presupuesto 1M - 1.5M, estrato 6",duplex,1,3,1,6,venta,Barranquilla,Villa Santos,1M - 1.5M,1,1,1,0,terraza
3717,"Un apto dúplex cómodo de 2 alcobas y un baño, en Granada, Cali para venta, semi amoblado, que acepte mascotas, que tenga balcón, terraza amplia, presupuesto menos de 1M, estrato 5",duplex,2,1,0,5,venta,Cali,Granada,menos de 1M,1,1,1,1,
3718,"Quiero venta un apartaestudio, en Bogotá, idealmente en Cedritos, de una alcoba y 2 baños en buen estado, amoblado, que acepte mascotas, presupuesto 2M - 3M",apartaestudio,1,2,1,6,venta,Bogotá,Cedritos,2M - 3M,1,1,0,0,
3719,"Un ático con terraza cómodo de 2 habitaciones y 2 baños, en Envigado, Medellín para venta, terraza amplia, doble parqueadero, presupuesto 4M - 5M",penthouse,2,2,2,2,venta,Medellín,Envigado,4M - 5M,0,0,0,1,
3720,"Quiero arriendo un apto dúplex, en Barranquilla, idealmente en Centro, de 1 habitación y 1 baño, con balcón, terraza amplia, no necesito parqueadero, presupuesto más de 5M",duplex,1,1,0,6,arriendo,Barranquilla,Centro,más de 5M,0,0,1,1,coworking
3721,"Estoy buscando apto en Envigado Medellín, 1 alcoba, tipo apto tipo estudio para arriendo, semi amoblado, que acepte mascotas, que tenga balcón, no requiere parqueadero",estudio,1,1,0,6,arriendo,Medellín,Envigado,3M - 4M,1,1,1,0,"terraza, piscina"
3722,"Necesito un loft de concepto abierto 1 alcoba estrato 2 en Bucaramanga, para arriendo por 3M - 4M, totalmente amoblado, con terraza, con parqueadero, presupuesto 3M - 4M, estrato 2",loft,1,1,1,2,arriendo,Bucaramanga,Centro,3M - 4M,1,0,0,1,"balcón, terraza, coworking"
3723,"Necesito un apartamento en dos niveles 4 alcobas estrato 2 en Bogotá, para venta por 4M - 5M, pet friendly, con balcón, terraza amplia, no requiere parqueadero, presupuesto 4M - 5M",duplex,4,2,0,2,venta,Bogotá,Centro,4M - 5M,0,1,1,1,"zona BBQ, terraza"
3724,"Quiero venta un apartamento, en Bucaramanga, idealmente en Cabecera, de cuatro habitaciones y 3 baños, con terraza, sin parqueadero, presupuesto 2M - 3M, estrato 6",apartamento,4,3,0,6,venta,Bucaramanga,Cabecera,2M - 3M,0,0,0,1,"balcón, coworking, salón social"
3725,"Estoy buscando apto en Centro Barranquilla, tres habitaciones, tipo penthouse para arriendo, totalmente amoblado, pet friendly, terraza amplia, un parqueadero privado, presupuesto 2M - 3M, estrato 4",penthouse,3,2,1,4,arriendo,Barranquilla,Centro,2M - 3M,1,1,0,1,zona BBQ
3726,"Necesito un loft de concepto abierto una alcoba estrato 2 en Medellín, para arriendo por 3M - 4M, semi amoblado, que acepte mascotas, presupuesto 3M - 4M, estrato 2",loft,1,2,1,2,arriendo,Medellín,Envigado,3M - 4M,1,1,0,0,coworking
3727,"Necesito un apartamento en dos niveles tres habitaciones estrato 2 en Barranquilla, para venta por 1.5M - 2M, semi amoblado, dos parqueaderos, presupuesto 1.5M - 2M, estrato 2",duplex,3,2,2,2,venta,Barranquilla,Alto Prado,1.5M - 2M,1,0,0,0,"zona BBQ, salón social, terraza"
3728,"Necesito un apartamento 3 alcobas estrato 3 en Medellín, para venta por más de 5M, amoblado",apartamento,3,2,0,3,venta,Medellín,Belen,más de 5M,1,0,0,0,"balcón, terraza"
3729,"Quiero venta un penthouse, en Medellín, idealmente en El Poblado, de 4 alcobas y 1 baño, terraza amplia, 2 parqueaderos, presupuesto 1M - 1.5M, estrato 6",penthouse,4,1,2,6,venta,Medellín,El Poblado,1M - 1.5M,0,0,0,1,"coworking, salón social, zona BBQ"
3730,"Busco apartamento de 3 habitaciones en Alto Prado, Barranquilla, para arriendo, totalmente amoblado, con balcón, terraza amplia, con parqueadero, presupuesto 2M - 3M",apartamento,3,2,1,2,arriendo,Barranquilla,Alto Prado,2M - 3M,1,0,1,1,"salón social, piscina"
3731,"Busco mini estudio de una habitación en Suba, Bogotá, para arriendo, que tenga balcón, con terraza, no requiere parqueadero, estrato 3",estudio,1,1,0,3,arriendo,Bogotá,Suba,4M - 5M,0,0,1,1,piscina
3732,"Quiero arriendo un dúplex, en Bucaramanga, idealmente en Cañaveral, de 2 alcobas y un baño, sin parqueadero, presupuesto 1.5M - 2M, estrato 4",duplex,2,1,0,4,arriendo,Bucaramanga,Cañaveral,1.5M - 2M,0,0,0,0,gimnasio
3733,"Necesito un dúplex cuatro habitaciones estrato 5 en Medellín, para venta por 1M - 1.5M, apto para mascotas, que tenga balcón, presupuesto 1M - 1.5M",duplex,4,3,1,5,venta,Medellín,El Poblado,1M - 1.5M,0,1,1,0,
3734,"Estoy buscando apto en Villa Santos Barranquilla, tres habitaciones, tipo apartamento en dos niveles para venta, que tenga balcón, con terraza, un parqueadero privado, presupuesto 1M - 1.5M",duplex,3,1,1,2,venta,Barranquilla,Villa Santos,1M - 1.5M,0,0,1,1,
3735,"Estoy buscando apto en Alto Prado Barranquilla, una alcoba, tipo loft para arriendo, que acepte mascotas, con balcón, no requiere parqueadero, estrato 4",loft,1,2,0,4,arriendo,Barranquilla,Alto Prado,menos de 1M,0,1,1,0,
3736,"Estoy buscando apto en Belen Medellín, una habitación, tipo loft de concepto abierto para arriendo, con parqueadero, presupuesto 2M - 3M, estrato 2",loft,1,2,1,2,arriendo,Medellín,Belen,2M - 3M,0,0,0,0,gimnasio
3737,"Necesito un loft moderno 1 habitación estrato 4 en Barranquilla, para arriendo por menos de 1M, presupuesto menos de 1M, estrato 4",loft,1,1,1,4,arriendo,Barranquilla,Villa Santos,menos de 1M,0,0,0,0,coworking
3738,"Quiero venta un apto en último piso, en Cali, idealmente en Ciudad Jardín, de cuatro habitaciones y 1 baño, semi amoblado, con terraza, 1 parqueadero",penthouse,4,1,1,6,venta,Cali,Ciudad Jardín,1.5M - 2M,1,0,0,1,
3739,"Estoy buscando apto en Centro Barranquilla, 1 alcoba, tipo apto tipo estudio para arriendo, pet friendly, con balcón, con parqueadero, presupuesto menos de 1M",estudio,1,1,1,6,arriendo,Barranquilla,Centro,menos de 1M,0,1,1,0,"zona BBQ, terraza"
3740,"Estoy buscando apto en Laureles Medellín, una habitación, tipo loft de concepto abierto para venta, amoblado, no requiere parqueadero, presupuesto 3M - 4M, estrato 2",loft,1,1,0,2,venta,Medellín,Laureles,3M - 4M,1,0,0,0,
3741,"Quiero arriendo un mini estudio, en Barranquilla, idealmente en Villa Santos, de una alcoba y un baño, presupuesto 1.5M - 2M, estrato 2",estudio,1,1,0,2,arriendo,Barranquilla,Villa Santos,1.5M - 2M,0,0,0,0,balcón
3742,"Quiero venta un apto para familia, en Cali, idealmente en San Fernando, de 3 habitaciones y 3 baños, semi amoblado, con terraza, sin parqueadero, presupuesto 2M - 3M, estrato 3",apartamento,3,3,0,3,venta,Cali,San Fernando,2M - 3M,1,0,0,1,"terraza, balcón, gimnasio"
3743,"Un aparta estudio cómodo de una alcoba y 2 baños en buen estado, en Belen, Medellín para arriendo, totalmente amoblado, apto para mascotas, con terraza, un parqueadero privado, presupuesto 4M - 5M, estrato 6",apartaestudio,1,2,1,6,arriendo,Medellín,Belen,4M - 5M,1,1,0,1,"coworking, salón social"
3744,"Busco apto tipo estudio de 1 alcoba en Centro, Bogotá, para venta, semi amoblado, pet friendly, terraza amplia, 1 parqueadero, presupuesto 1.5M - 2M, estrato 6",estudio,1,3,1,6,venta,Bogotá,Centro,1.5M - 2M,1,1,0,1,terraza
3745,"Un apto dúplex cómodo de 3 habitaciones y 3 baños en buen estado, en Suba, Bogotá para venta, amoblado, 1 parqueadero, estrato 5",duplex,3,3,1,5,venta,Bogotá,Suba,1.5M - 2M,1,0,0,0,gimnasio
3746,"Necesito un dúplex 3 habitaciones estrato 5 en Cali, para venta por menos de 1M, que tenga balcón, terraza amplia, 1 parqueadero, estrato 5",duplex,3,1,1,5,venta,Cali,Ciudad Jardín,menos de 1M,0,0,1,1,"salón social, balcón, zona BBQ"
3747,"Busco apartamento en dos niveles de cuatro habitaciones en Centro, Bucaramanga, para venta, amoblado, con balcón, dos parqueaderos, presupuesto 3M - 4M, estrato 5",duplex,4,2,2,5,venta,Bucaramanga,Centro,3M - 4M,1,0,1,0,"zona BBQ, terraza"
3748,"Quiero arriendo un apto en último piso, en Cali, idealmente en San Fernando, de 3 alcobas y 3 baños, amoblado, que tenga balcón, 2 parqueaderos",penthouse,3,3,2,5,arriendo,Cali,San Fernando,más de 5M,1,0,1,0,gimnasio
3749,"Busco apto dúplex de una alcoba en Cabecera, Bucaramanga, para arriendo, que acepte mascotas, que tenga balcón, presupuesto 4M - 5M",duplex,1,2,2,3,arriendo,Bucaramanga,Cabecera,4M - 5M,0,1,1,0,piscina
3750,"Necesito un apartaestudio 1 alcoba estrato 6 en Bucaramanga, para arriendo por 1M - 1.5M, semi amoblado, apto para mascotas, que tenga balcón, terraza amplia, presupuesto 1M - 1.5M, estrato 6",apartaestudio,1,2,0,6,arriendo,Bucaramanga,Cañaveral,1M - 1.5M,1,1,1,1,"salón social, zona BBQ"
3751,"Necesito un estudio una alcoba estrato 6 en Cali, para venta por 1.5M - 2M, semi amoblado, apto para mascotas, con balcón, un parqueadero privado, presupuesto 1.5M - 2M, estrato 6",estudio,1,1,1,6,venta,Cali,Ciudad Jardín,1.5M - 2M,1,1,1,0,terraza
3752,"Necesito un dúplex 3 alcobas estrato 5 en Barranquilla, para arriendo por 1M - 1.5M, totalmente amoblado, que tenga balcón, no requiere parqueadero, presupuesto 1M - 1.5M, estrato 5",duplex,3,2,0,5,arriendo,Barranquilla,Alto Prado,1M - 1.5M,1,0,1,0,
3753,"Busco apto para familia de 2 alcobas en Cañaveral, Bucaramanga, para arriendo, semi amoblado, pet friendly, que tenga balcón, presupuesto menos de 1M",apartamento,2,2,1,6,arriendo,Bucaramanga,Cañaveral,menos de 1M,1,1,1,0,balcón
3754,"Estoy buscando apto en Laureles Medellín, 3 habitaciones, tipo apto tradicional para venta, un parqueadero privado, estrato 3",apartamento,3,1,1,3,venta,Medellín,Laureles,1.5M - 2M,0,0,0,0,gimnasio
3755,"Un apto dúplex cómodo de 4 alcobas y 3 baños, en San Fernando, Cali para venta, amoblado, que acepte mascotas, con terraza",duplex,4,3,0,6,venta,Cali,San Fernando,1M - 1.5M,1,1,0,1,salón social
3756,"Quiero arriendo un apartamento en dos niveles, en Barranquilla, idealmente en Alto Prado, de 3 alcobas y 2 baños, amoblado, que tenga balcón, con terraza, 1 parqueadero, presupuesto 3M - 4M",duplex,3,2,1,5,arriendo,Barranquilla,Alto Prado,3M - 4M,1,0,1,1,gimnasio
3757,"Busco apartaestudio de una habitación en Envigado, Medellín, para arriendo, amoblado, con balcón, terraza amplia, estrato 4",apartaestudio,1,2,0,4,arriendo,Medellín,Envigado,3M - 4M,1,0,1,1,gimnasio
3758,"Un apto para familia cómodo de 2 habitaciones y 1 baño, en San Fernando, Cali para venta, terraza amplia, doble parqueadero, presupuesto más de 5M, estrato 3",apartamento,2,1,2,3,venta,Cali,San Fernando,más de 5M,0,0,0,1,"coworking, gimnasio"
3759,"Un apartaestudio cómodo de una alcoba y un baño, en Cañaveral, Bucaramanga para arriendo, doble parqueadero, presupuesto 1M - 1.5M, estrato 5",apartaestudio,1,1,2,5,arriendo,Bucaramanga,Cañaveral,1M - 1.5M,0,0,0,0,zona BBQ
3760,"Busco apto tradicional de tres habitaciones en Villa Santos, Barranquilla, para arriendo, amoblado, que acepte mascotas, un parqueadero privado, presupuesto menos de 1M",apartamento,3,2,1,4,arriendo,Barranquilla,Villa Santos,menos de 1M,1,1,0,0,gimnasio
3761,"Un apto dúplex cómodo de 3 alcobas y 2 baños, en Alto Prado, Barranquilla para venta, amoblado, con terraza, no requiere parqueadero",duplex,3,2,0,5,venta,Barranquilla,Alto Prado,1.5M - 2M,1,0,0,1,"piscina, salón social, zona BBQ"
3762,"Busco apartamento en dos niveles de 2 habitaciones en Envigado, Medellín, para venta, totalmente amoblado, que acepte mascotas, que tenga balcón, presupuesto 1M - 1.5M",duplex,2,3,1,3,venta,Medellín,Envigado,1M - 1.5M,1,1,1,0,balcón
3763,"Estoy buscando apto en Cabecera Bucaramanga, 2 alcobas, tipo apartamento para arriendo, pet friendly, no necesito parqueadero, estrato 5",apartamento,2,3,0,5,arriendo,Bucaramanga,Cabecera,más de 5M,0,1,0,0,"salón social, gimnasio, zona BBQ"
3764,"Necesito un loft moderno 1 habitación estrato 4 en Bogotá, para venta por 2M - 3M, que tenga balcón, terraza amplia, presupuesto 2M - 3M",loft,1,3,1,4,venta,Bogotá,Chapinero,2M - 3M,0,0,1,1,"balcón, coworking"
3765,"Un penthouse cómodo de dos habitaciones y 3 baños, en Villa Santos, Barranquilla para venta, que tenga balcón, estrato 2",penthouse,2,3,0,2,venta,Barranquilla,Villa Santos,1M - 1.5M,0,0,1,0,
3766,"Busco apto en último piso de dos habitaciones en Centro, Bucaramanga, para arriendo, semi amoblado, apto para mascotas, presupuesto 4M - 5M, estrato 6",penthouse,2,2,1,6,arriendo,Bucaramanga,Centro,4M - 5M,1,1,0,0,"piscina, coworking, terraza"
3767,"Necesito un apartamento una alcoba estrato 4 en Bucaramanga, para venta por 2M - 3M, presupuesto 2M - 3M",apartamento,1,3,0,4,venta,Bucaramanga,Cabecera,2M - 3M,0,0,0,0,
3768,"Necesito un apartamento tipo estudio 1 alcoba estrato 2 en Bucaramanga, para arriendo por 2M - 3M, amoblado, dos parqueaderos, estrato 2",estudio,1,1,2,2,arriendo,Bucaramanga,Centro,2M - 3M,1,0,0,0,"salón social, piscina, coworking"
3769,"Quiero arriendo un apto en último piso, en Bogotá, idealmente en Centro, de cuatro habitaciones y un baño, amoblado",penthouse,4,1,1,6,arriendo,Bogotá,Centro,2M - 3M,1,0,0,0,"zona BBQ, balcón"
3770,"Necesito un penthouse tres habitaciones estrato 4 en Bucaramanga, para venta por 1M - 1.5M, que tenga balcón, con terraza, presupuesto 1M - 1.5M",penthouse,3,2,0,4,venta,Bucaramanga,Cañaveral,1M - 1.5M,0,0,1,1,"zona BBQ, salón social, gimnasio"
3771,"Un apto tipo estudio cómodo de 1 habitación y 1 baño, en Alto Prado, Barranquilla para arriendo, amoblado, con terraza, no necesito parqueadero",estudio,1,1,0,6,arriendo,Barranquilla,Alto Prado,1M - 1.5M,1,0,0,1,
